number,tweet (actual tweet text will defer. Open txt file instead),polarity
901,"b'Yes, winter is still with us... Environment Canada has issued a snowfall warning for the entire RDEK https://t.co/PdzptL5IcZ'",negative
902,"b'#PDAC #McEwen #Mining: ""Our focus is on delivering near-term production growth from our projects in the United States and Canada, and on advancing Los Azules."" It gives #TNRGold confidence that $MUX is keen to move #LosAzules #Copper project forward https://t.co/sbptLZCoMR @CNBC https://t.co/qkYjHA0pmg'",positive
903,"b""We're hiring in London, ON, Canada! Click the link in our bio to apply to this job and more: Sales Representative - Facility Services at Cintas Corporation #cintasjobs #Sales""",positive
904,"b'If you thought Canada could somehow ""decouple""... https://t.co/FlUnELI7g6'",positive
905,b'@CTAnita hello anita i am julia from canada. i just find out u and yoo se yun in korea are look alike.',positive
906,"b'Especially when she could have spoken to or met with @SARM_Voice?  I\xe2\x80\x99m so disappointed in https://t.co/SLVvMAvTYN.  All the Agriculture Associations would have made time for her, such a disrespectful start for a Minister. https://t.co/saX7RyM3V7'",negative
907,"b'Especially when she could have spoken to or met with @SARM_Voice?  I\xe2\x80\x99m so disappointed in https://t.co/SLVvMAvTYN.  All the Agriculture Associations would have made time for her, such a disrespectful start for a Minister. https://t.co/saX7RyM3V7'",negative
908,"b'Media Advisory - Governor General to Invest 40 Recipients into the Order of Canada - Benzinga - https://t.co/2B74SFnF5N -\n\n                  OTTAWA, March 12, 2019 /CNW/ -\xc2\xa0Her Excellency the Right Honourable Julie Payette, Governor General of Canada, will invest 1 Compani...'",positive
909,"b'""According to the International Energy Agency\xe2\x80\x99s five-year oil forecast, released Monday, worldwide demand for oil will increase by 7.3 per cent over the next 5 years &amp; nearly 3/4 of that new demand will be met by oil from the USA.""\n#CDNPoli #ABPoli #ABLeg\nhttps://t.co/5WXE1ctgda'",positive
910,b'Your religious freedom doesnt mean you can shove it down the throats of others..Canada i can nit believe you guys..they letting PEDOPHILES take over their country..see judge locking up lawyers who mention pedo cases https://t.co/eJ6qJqi5JI',negative
911,b'IKEA gets the ball rolling in Canada with new salmon meatballs https://t.co/gq1DwamoV4 https://t.co/QnuObAqW7A',positive
912,"b""@iJasOberoi I don't have much time to justify your all Alligation as just false and rubbish talk as driving in #Canada abusing the #PrimeMinister of our country and we  still happy \xf0\x9f\x98\x8a hope someday try to put these shit for your country #PrimeMinister\n1.75/2""",positive
913,"b'Accused blasphemer Asia Bibi still trapped in #Pakistan, denied medical care https://t.co/oNBXlmZ3TK why have #Canada and the UK forgotten #AsiaBibi #Islamists #bbcnews #skynews #lbc #C4News #itvnews #talkradio'",positive
914,"b'If you are based in Canada, there is a good chance that your firm is more proficient in critical business competencies than average. Find out why, and what those in other regions can learn. https://t.co/19hx9Wo5y7 https://t.co/J8rkYdan7T'",positive
915,"b""nope, just nope! \xe2\x80\x98Oh, my God, something bit me': Scorpion stings student on Toronto to Calgary flight https://t.co/iiSf8xBhp7""",positive
916,"b'U.K. grounds Boeing 737 MAX 8 aircraft, but Canada still allows jet to fly https://t.co/XaYMwZNS6c by @alicjawithaj https://t.co/Jlq7lzxtjt'",negative
917,b'Guestion for you this morning Prime Minister @JustinTrudeau.  Where was Canada? #ClimateActionNow #ClimateChangeIsReal #KeepItInTheGround https://t.co/EuVyEHb2Of',negative
918,"b'F\xc3\xa9lix Auger-Aliassime, Another Canadian Tennis Phenom, Imposes Himself\n\n#canada #tennis #phenom #felix #Challenger https://t.co/sn5dw2sj1t'",negative
919,"b'RQ 1a (Cont): Do religious COUNTRIES do better financially? NO. \n\nThe cluster at the top of this chart \xe2\x80\x93 Ghana, Nigeria, Afghanistan, Colombia etc = High religiosity, low income. \n\nThe cluster at the bottom \xe2\x80\x93 Japan, Australia, Canada etc = Low Religiosity, High income. https://t.co/mNgjckLFze'",positive
920,"b'Mike Wirth CEO @Chevron talking about future investments; in #Permian to grow to 900,000 B/d; shale in Canada and Argentina; offshore that has  lower cost now; and in the future energy fund with electrical charging and batteries  #tightoil #CERAWeek2019 #CERAWeek'",positive
921,"b'@KerryLi76624196 @680NEWS Wish they would throw that money at detox, Rehab and life skill assistance for addicts. A drop in addicts could lead to less gun violence. 11 people a day in Canada die from opiate addiction. Thats sad.'",negative
922,"b""@CBCNS It hasn't affected them yet - I got a message from Air Canada saying that they would email me if there was a change to my booking.""",positive
923,b'Orleans - Dance with Me 1975 https://t.co/BxGMiiX5yh #kbradiothp #internetradio',neutral
924,"b'@Paulatics @cbcjanjohnston All due respect, should it be up to the victims families if they want their family members name out in the public? I do not understand why people are upset about this and the argument that the rest of Canada is doing it is like If your friend jumps off a bridge, will you?'",positive
925,"b""@thespybrief There\xe2\x80\x99s also the Menace from the North. \xf0\x9f\x98\x82\n\n\xe2\x80\x9cAlthough they didn't have legal documents for the car, the brothers planned to drive it to Mexico without having to stop at any U.S. gas stations.\xe2\x80\x9d &amp; it gets better https://t.co/iVV2q5ZXGZ""",positive
926,"b""@tengkds @IRLILaw @steph93065 @NBCNews I'll also see your 960 and raise you over 2500\n\nhttps://t.co/hqUzc4UTHy""",positive
927,"b'2. Two conditions MUST be met. First, local solutions must be designed to meet clearly established quality standards. These exist: @HQOntario and @interRAI_Canada among many others. These need to be measurable and available in a timely way to guide further improvements...'",positive
928,"b""Canada, what do they know we don't? #groundthemax #cdnpoli https://t.co/IPHAseHZxy""",positive
929,"b""Tina Fontaine's great-aunt says new report on teen's death to reveal 'heartbreaking' details | CBC News https://t.co/sRGQEyCOKr""",negative
930,b'2 big US funds keen on rescuing Hanjin Heavy \xc2\xbb Manila Bulletin Business Business https://t.co/lwYCEZxRs0',positive
931,"b""Cody may be Canada's youngest LIVING serial killer, but let us not forget Peter Woodcock aka David Michael Krueger, who murdered three children from 1956-57 in Toronto, and a psychiatric patient in 1991.  https://t.co/uwkRFDy5Ii""",negative
932,"b'NEWS | Rubi, a nine-month-old baby from Canada one of the youngest victims of plane crash. Details: https://t.co/MYuhXJebrD https://t.co/8cgerf1S3J'",negative
933,"b'A MASTER of all trades an expert at NOTHING. Yawn, just another peep from Mr. Trump https://t.co/h9hh13QuIH'",negative
934,"b""@IrwinCotler A tweet of support for Bela Kosoian in Canada wouldn't in any away detract from the case of Nasrin Sotoudeh. Please, if anything, it would remind people of the importance of not being complacent  -- even in liberal democratic countries. @1becomesmany\nhttps://t.co/4xRJXnpMbS""",positive
935,"b""according to my accountant, i have all the docs required to fill my taxes... but i'm sure the government hasn't sent me those income docs they send every year and i'm worried af. STOP KILLING TREES CANADA, PUT THE TAXES ONLINE FFS.""",positive
936,"b'CBC and Hockey Night in Canada had a relationship that lasted more than six decades \xe2\x80\x94 a unifying force for Canadian identity. @dshoalts, author of ""Hockey Fight in Canada: The Big Media Faceoff over the NHL,"" tells @spaikin how it came unraveled. https://t.co/1UvYxBIwNQ #NHL https://t.co/euXUQTa2Gd'",positive
937,"b'CBC and Hockey Night in Canada had a relationship that lasted more than six decades \xe2\x80\x94 a unifying force for Canadian identity. @dshoalts, author of ""Hockey Fight in Canada: The Big Media Faceoff over the NHL,"" tells @spaikin how it came unraveled. https://t.co/1UvYxBIwNQ #NHL https://t.co/euXUQTa2Gd'",positive
938,b'Canada\xe2\x80\x99s operators prepare for coveted 600Mhz spectrum auction on March 12. #telecommunications #Spectrum \nhttps://t.co/wnaT9z2FiU',positive
939,"b'An Order of Canada investiture will be held on March 14. Yet again Wayne Gretzky will not be there to pick up his Companion honour, though he was given it 10 YEARS AGO \nhttps://t.co/LiCmTke9ud'",positive
940,"b""@GerryCallahan Moore is Canadian, former prez of Greenpeace Canada. Greenpeace says he was early member, not co-founder. He's since been prominent nuclear industry consultant/advocate. He's now adviser to conservative Heartland Institute, which rejects overwhelming consensus on climate change.""",negative
941,b'@ReformedBroker Did you guys also have the peanut butter version? (We had it in Canada) Of course that would be totally impossible to send to school these days...',positive
942,b'Interesting treatment of 2020 Dem hopefuls at SXSW town halls.  https://t.co/ZCuokdyjMD',positive
943,b'lol the woman is in canada . https://t.co/yXiwxW3YY1',neutral
944,b'One day I will be in Canada for #OHLCup week...',positive
945,b'Most common #Canada households is of #singles: https://t.co/boxONDIDrW https://t.co/boxONDIDrW',neutral
946,"b""#CANADA: Assaulted Women's Helpline (Ontario) is 1-866-863-0511 (can accept calls from outside Ontario)""",positive
947,"b'@nationalpost Postmedia is owned by an American hedge fund, until recently it had the publisher of the National Enquirer on its board, it has a mandate to support the oil companies and is working to introduce American style conservatism to Canada. It is propaganda, not news. ##cdnpoli'",positive
948,b'OFWs in Canada take A&amp;L Hammer Workforce Management to\xc2\xa0court https://t.co/gMU8L0Jhfu https://t.co/bpnbzyWfgB',negative
949,"b'Happy Birthday to our Mental Performance Consultant, Naomi Zitt-James!! Thank you for everything that you do for us and our youth/families!! \xf0\x9f\x8e\x82\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89\n\nBe sure to check out Naomi\xe2\x80\x99s Sport Psychology page on our updated NBYMP website!! (Link In Bio) \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x8f\x80 #NBYMP https://t.co/RgrxSRElY0'",positive
950,b'## SHARE THE DIOC\xc3\x88SE  DE  PARIS  IN FRANCE   WITH THE  ARCHDIOCESE  OF  OTTAWA  IN CANADA  .  ## https://t.co/OwOxTTrlwM',positive
951,"b'I worked for Greenpeace decades ago.\n\nEven back then, we knew Patrick Moore (who was not a co-founder but an early hire in Canada) was a corporate shill and traitor to environmental protection.\n\nThe profit over people president* pimping the same strikes again. https://t.co/lpD5B8uE1E'",positive
952,b'Canada: Measles outbreak reported in British Columbia as of mid-March\nhttps://t.co/uLEwx2rAJh',negative
953,"b""@KKpower7 @Airbornex82nd @KamalaHarris Why hasn't MSM reported on the FACT that @KamalaHarris  Kamala own Father stated I a Jamaican NEWS article that THE HARRIS Family owned SLAVES!!!!!\nPLUS Kamal like Nobama NOT A US CITIZEN, Born in CANADA!\nREPORT THIS MSM!""",positive
954,"b'Attention western Canada- auditions for the 2019 Team Canada Dance Alberta Ballet, Jazz, Modern/Contemporary team is approaching!  Pre-register at https://t.co/dXTyi4GJxw. @teamcanadadance https://t.co/WBMsqcUC4i'",positive
955,"b'@jooooooohn @FMKuhlmann @JamesKosur @realDonaldTrump @foxandfriends GP USA is an affiliate of Greenpeace,  which was created in Canada; he is a founder of the organization'",negative
956,b'Bishop\xe2\x80\x99s Cellar - one of Atlantic Canada\xe2\x80\x99s leading specialty wine and spirits companies is growing &amp; looking for talent in Sales #LicenseeSalesAssociate @BishopsCellar @SouthwestHFX https://t.co/JvhkfJhQEc https://t.co/U8F87WbwZa',positive
957,"b'Only in #Globalist #Canada ... can a convicted (5 counts) al-Qaeda terrorist \nbe handed $10.5 Million taxpayer dollars by the govt in a secret (leaked) payoff, that no court ordered, WHILE the HoC was in recess ... https://t.co/xgHnGGQbBJ'",positive
958,"b""Of course it's not legal. Sue the hell out of us, Canada. https://t.co/s6ZG02N2v2""",negative
959,"b'@SusanMunro13 Canada has, Justin Trudeau!'",neutral
960,b'Burnaby - westbound Hwy-1 Trans Canada Hwy after North Rd collision',negative
961,"b""@nealstephenson @Powells 'on sale in in the U. S. June 4th...' Any news for Canada? Or... Online?""",positive
962,"b""@RomboughSunni @sschinke @1ProudCdn @christoaivalis @queerthoughts @liberal_party All progressive minded people in Canada who want true reconciliation and action on climate change (which I feel are two deeply linked issues) will need to find another leader to trust in.  I don't know who that leader is. I know it isn't JT and certainly not Scheer. \nTake care.""",positive
963,b'@mememe366 @BrainFooood In UK or Canada?',neutral
964,"b""@KidBrightwillow @hutchinson @RepDanCrenshaw He's mentioned tariffs 2-3 times and steel a dozen since the new year. Of the ones related to Canada, none say anything about ending tariffs. They all talk about how good the tariffs are doing. Combined with his refusal to remove them in new NAFTA, feels like he doesn't want to.""",positive
965,"b'@StableGeniusNOT @IngrahamAngle I can\'t say for certain if this woman is full of hate at this point.  I can say with certainty what you will receive if you embrace socialism.  I live ""socialism light"" in Canada, and it\'s abhorrent, unaccountable, predatory.\n\nYou are throwing future generations to the lions...'",positive
966,"b""What an utter dirtbag...\nPpl like this shouldn't  be allowed to breed https://t.co/MVu1Pi9nHu""",positive
967,"b'Are you a contractor, plumber or Handyman looking to increase your business? Find out how to do that here: https://t.co/j8Kuv7kKLs\n\n#Plumbers #Handyman #Contractors #OverShoes #BootCovers #ShoeCovers #Canada #Electrician https://t.co/AHU4ytK7k5'",positive
968,b'usa and canada out here looking boring af https://t.co/UlBK5LRTW9',positive
969,"b'@MenachemIlan @AirEthiopia Okay then why did Britain , Singapore And Australia just join the group of countries to ground the plane. Canada @WestJet and @AirCanada need to follow suit and put safety first until more is known'",positive
970,"b""Male pedestrian suffers life-threatening injuries after being struck in McDonald's drive-thru https://t.co/Nqz3dC7oV3 https://t.co/qv2i4o8dGI""",negative
971,b'Wish I was in Canada',positive
972,"b""I can understand the ignorance of those who had little knowledge of what was going in 2008, but I honestly cannot understand anyone's ignorance today. Are we really this stupid or apathetic...either way, #Canada will break apart as a result unless we get #woke.\n#cdnpoli #cdnecon https://t.co/GCFzVARc5Q""",positive
973,"b'I woke up this morning and thought,\nIf I want to ensure I bring no harm to innocence for as long as I live,\nI cannot see my son again.\n\nGood morning world. My name is Josie Guo. I am 29 years old and I live in Canada. Reporting live from genocide-central:\n#ReconcileHumanity'",positive
974,b'@jaketapper @TheLeadCNN Happy Birthday #hugs sent from #GodsCountry #Canada\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 Wow half a #century \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbcHave a great day from a #Canadian fan \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x8d',positive
975,b'Cruising cross Canada brb https://t.co/RMAx8rl3WB',neutral
976,b'Cruising cross Canada brb https://t.co/RMAx8rl3WB',neutral
977,"b'@judithamc @CBCNews @cafreeland No Trump did not impose tariffs because he is a clown or to appeal to his base. He imposed them because we were cheating. We were importing cheap steel from China, then relabelling it as being from Canada in order to dump it duty free under NAFTA into the U.S.'",positive
978,b'@IAmCoolGuyYT sup from canada lol',neutral
979,"b'@natnewswatch Over production pulled Canada Select prices down, something the oil industry\xe2\x80\x99s own analysts were warning the industry about back in Jan 2018. With production reduced, those prices have already bounced back. Unemployment in Canada is at a 5.8% record low. What crisis?'",negative
980,b'Alright folks Canada Goose season is officially over so pack those inhumane boys up until next season when you will inadvertently support animal cruelty yet again\xf0\x9f\x8d\xb5',positive
981,"b'@GateauxAmmo @Gingerheaddad @MattJDever @A4AOntario Sadly, there are anti-inclusion advocates here (in NB) who want segregated schools or classrooms to be brought back. :( \n\nOur Inclusion Policy is the first thing they attack which made this explanation necessary just last school year (report card week): https://t.co/Ac0gBul5jZ'",negative
982,"b'The amount of people who support socialism in Canada is truly scaring me. SOCIALISM has FAILED everywhere... \n\nThe rich stay rich, and for the poor... it just gets worse... much worse! \n\nFree everything seems enticing until you realize you have to pay for it! #SocialismSucks'",positive
983,"b'SAVE THE ORCAS, SAVE THE HERRING\n\nPlease report abuse or injury to marine wildlife to Fisheries and Oceans Canada at 1-800-465-4336.\n\n#sayNOtoROE by signing this petition to shut down the Strait of Georgia herring fishery: https://t.co/MRZPZEuE1l... https://t.co/W4Fa2XD0A3'",negative
984,b'@CBCTheNational Time for Canada to ground these planes.  We have a large portion of the #737MAX8 fleet.  What if the next crash happens in Canada?',negative
985,"b'@jsegovia612 @Filomen03258997 @alextatex @yatta254 @Cfdz66 @RepShalala @marcorubio @VP @AmbJohnBolton @SecPompeo @POTUS @NicolasMaduro @jguaido As opposed to the UK, US, Canada https://t.co/yQe2ld5znG'",neutral
986,b'@Tugstinger @PressSec I knew you were not a Republican and were from Canada. This is the problem we have with people on social media a lot of them are not from this country and are just spreading lies promoting their own agenda. President Trump is only doing what is best for our country!',negative
987,b'Ontario to ban cellphones from classrooms: CP https://t.co/a1SjobddrX',positive
988,b'SNC-Lavalin affair is just business as usual in\xc2\xa0Canada https://t.co/QGgfhAcVtO https://t.co/FPbjozkqex',negative
989,b'I got: British Columbia. OMG HOW DID THEY KNOW? https://t.co/e57BBc3K5M',positive
990,b'The 52 Places Traveler: Where Nature Sculpts Beauty From Cold and Ice https://t.co/vyOyIzsCHD https://t.co/h12AmAAvlt',positive
991,"b""$4.95 a month is all you need for Canada's most affordable home phone service! Learn more at https://t.co/sAjg7WlUD2 OR call us Toll-Free: +1 (855) 553-6646 (Mon-Fri 9am-4pm EDT). Check us out at @Fongo_Mobile https://t.co/KdBllUARXX""",positive
992,"b""\xe2\x80\x9cbreak up with your girlfriend, i'm bored\xe2\x80\x9d \xe2\x80\x94 Certifications:\n\nUnited Kingdom: Silver \nCanada: Platinum\nAustralia: Gold\nNew Zealand: Gold \n https://t.co/PSMhhuuuHW""",positive
993,b'@BoiseMarineMom @mitchellvii I have family that are dual american citizenships and guess where Canada is...hint on your other border  @realDonaldTrump doesnt just affect America it affects everyone',positive
994,b'About time.....\n\nOntario to ban cellphones in classrooms next school year\nhttps://t.co/mHuvFC9Vdt',positive
995,b'Canada was thrilled to support @ngocc_zm in advancing discussion on the perspectives of women political leaders in Zambia for #IWD2019 https://t.co/8pmEJ6LQ1H',positive
996,"b'Total BS Quebec does not warrant special status or consideration \nor exemptions pay their way or do without , and obey the laws of\nCanada https://t.co/HK6jr7T3iU'",positive
997,b'@thesawch Curious since you are the expert and neither Air Canada nor Westjet is going to tell us. Which routes out of YWG do they fly 737-MAX 8.',positive
998,"b""Boswell: Andrew Scheer's party has a shaky record with Canada's judiciary https://t.co/UPMzG0sNXl https://t.co/UeE4WJrlKF""",negative
999,"b""Boswell: Andrew Scheer's party has a shaky record with Canada's judiciary https://t.co/UPMzG0sNXl https://t.co/UeE4WJrlKF""",negative
1000,b'BBC News - US election 2020: Nine Democratic candidates. One event. Who shone? Breaks down all 9 candidates...     https://t.co/YAi4wFqshM',positive
1001,"b""You better get in on one of Canada's travel secrets before Nanaimo gets overrun with visitors 'cause it will...it is that beautiful and affordable. @BCFerries  @TourismVI @HelloBC @AirCanada \xf0\x9f\x8e\xa8 https://t.co/jc54CN2Buq""",positive
1002,"b'@JamesKosur @realDonaldTrump @foxandfriends He is a founder, just not of GP USA.  He is one of the founders of GP (Canada)    the original greenpeace\nJust going to leave this here.'",positive
1003,b'Trudeau is making Canada safe for corruption again with the SNC-Lavalin case #cdnpoli #bcpoli #onpoli #pokqc #organizedcrime WELCOME in Cda. Thanks #lpc/#cpc  https://t.co/XEbdslSPmN',positive
1004,"b""@AnnePet90513683 @Franktmcveety Careful. There are 2 laws in Canada one for us and one for Trudeau's cronies. It doesn't make the Billy clubs any less real. The day might come where the man with the club will have to decide who the crooks are. Make sure they are on your side.""",positive
1005,"b""\xe2\x80\x9cbreak up with your girlfriend, i'm bored\xe2\x80\x9d was certified as Platinum in Canada for selling over 80,000 units in the country! \xf0\x9f\x92\xbf\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\nhttps://t.co/ZG1tk1D8TZ""",negative
1006,b'@canadaposthelps hi! I have a registered letter incoming from Poland. Is there a way to track their original tracking number once it leaves Poland and enters Canada? And is 20+ days since leaving Poland an excessive delay for arrival in Canada? Tx!',positive
1007,b'Why did someone steal this portrait from a rural Nova Scotia church? @CBCNews. @brianm564 and @TaylorStoermer on researching this mystery within the larger narrative of #AmRev and #Loyalists  https://t.co/JpaqIteDON #Cdnhist #NS https://t.co/Th4O4NsxlG',negative
1008,b'@RickyHeath91 @TomPodolec @AirCanada @flightradar24 May as well turn off the engines and coast it to Canada \xf0\x9f\x98\xa9\xf0\x9f\x98\x82',positive
1009,"b""#TrudeauFailand and billionaire Bill Morneau tried to influence a prosecution to assist 9,000 jobs in a Liberal riding. They've collected billions more from AB and SK to assist tech in other Liberal ridings. But they stifled pipelines for us... - https://t.co/wgQkk9p4zq""",positive
1010,"b'Check out my @Behance project: ""Canada Goose"" https://t.co/a7lGORFTPN #photography #behance #wildlife #wanderlust'",positive
1011,"b""It's weed folks. There's an LCBO on every block, lotto tickets on every corner and smut on every screen. We all live in sin and it's time to move on.\n\nhttps://t.co/HVwWFpomDu""",positive
1012,"b""@therealPersonX @Scribulatora @RobertFife This isn't an issue. Funds are not over exposed thanks to geographic and asset class diversification.  Canada, for example, makes up a small segment of Caisse DPQ investments and half of that is in bonds and real estate. SNC is only 0.4% of CDPQ holdings.\n\nhttps://t.co/ojDQM5GdIO""",positive
1013,"b'So far, in the last few days;\n@LisaThompsonMPP no *new* money for autism\n@fordnation no *new* ban on phones\n@MichelleRempel trashing Canada on Fox\n@AndrewScheer continues to underestimate Canadian intelligence\n \nThe party that keeps on giving, nothing at all.'",positive
1014,b'@JustinTrudeau The UN tell you to make this statement? Canada and these countries are nothing but puppets so the UN can achieve its destructive goals.',positive
1015,"b""Yep! We all need 2 morphe into little Obama's 2 save the world! 44's becoming so scary I wonder is he the Anti-christ!? WATCH: Obama Suggests America Wouldn\xe2\x80\x99t Be Able To Handle A Crisis Because He\xe2\x80\x99s Not President Anymore https://t.co/oRj0WwwWlZ via @ILMForg""",positive
1016,"b'@DesignIsabelle When I finally get to Canada, Isabelle. \xf0\x9f\x98\x89 \xf0\x9f\x98\x81'",neutral
1017,b'saw people from eastern at a club in Canada.... there\xe2\x80\x99s no escaping https://t.co/TiSIT4TcV1',neutral
1018,b'Canada deserves more than one city. Toronto isn\xe2\x80\x99t all of Canada!!!! https://t.co/QCdhawBoMb',neutral
1019,"b'\xe2\x80\x9c... The restructuring won\xe2\x80\x99t result in an overall reduction in SAP\xe2\x80\x99s headcount, and it plans to grow more than 100,000 colleagues worldwide in 2019.\xe2\x80\x9d https://t.co/hWyTBgYMWf'",positive
1020,b'Garden Sheds Designs Ideas \xe2\x80\x93 Photos Blueprints for UK and\xc2\xa0Canada https://t.co/ssPdWqYECW',neutral
1021,"b""@dvb @GovMikeHuckabee I live in Canada and it's no paradise. More people on the street than ever before. Cost of living going way up and homes not affordable for most. Insane rents. Our top industry is now pot since our oh so wise PM decided to kill oil and gas. Yes, it' a fucking paradise.""",negative
1022,b'I should have been in peoples faces watching hockey night in Canada \xe2\x80\x98cordless phone?? The cunt...\xe2\x80\x99',positive
1023,b'@LaurenceTobias1 @WalshFreedom Lol Canada is far from thriving.  My family is from Canada and they all want to live here.',positive
1024,b'No matter what your opinion of Patrick is - he sure can pick a fight and keep on swinging. https://t.co/80kun201DR',positive
1025,b'Congratulations to @ImagineCanada\xe2\x80\x99s Bruce MacDonald and @PhilanthropyCDA\xe2\x80\x99s Hilary Pearson on becoming co-chairs of the #CRACharities Advisory Committee on the Charitable Sector. We look forward to supporting this important work. https://t.co/PbeSTT4KNS',positive
1026,"b""Happy birthday Rahaf, it is ur reborn in Canada where humanity comes first.. yes you rightly said greatest people on the earth live here in Canada &amp; again \n\nDon't let anyone break ur wings, you're  free, fight and get ur right back. @rahaf84427714 https://t.co/8El3oe6LDT""",positive
1027,b'@jooooooohn @FMKuhlmann @JamesKosur @realDonaldTrump @foxandfriends 31 followers and 3500 comments.... sound like a troll. But to answer your question... a board member is not a committee. He was the president of Greenpeace Canada and heavily involved since the 1970s... GreenPeace is just splitting hairs to denounce',positive
1028,b'ENTREPRENEURS \xf0\x9f\x92\xbc This morning we are participating in @ja_canada \xe2\x80\x9cOur Business World\xe2\x80\x9d workshop https://t.co/woCEOEGuEg',positive
1029,"b""@Rumersongs I am streaming this debate in Ottawa, Canada. I'm just wondering if her voice will hold up!""",positive
1030,b'How embarrassing. Do better Canada https://t.co/QJhWLeEvBn',negative
1031,b'@sinead_ryan AirCanada and Westjet use this model and I saw an Air Canada at Dublin on their Montreal route last autumn I think Westjet May also use it on their Irish routes',positive
1032,b'A Top Huawei Executive Is Arrested in Canada for Extradition to the U.S. https://t.co/KUdu80c9xo',negative
1033,b'A Top Huawei Executive Is Arrested in Canada for Extradition to the U.S. https://t.co/KUdu80c9xo',negative
1034,"b""@TanujDeora @RabagoEnergy the bigger question in my mind is how massively un-prepared/ill designed is to provide flexible resources to backstop renewables. Canada is dominated by Hydro. but most US ISO's barely compensate for flexibility or ramping and hell even storage. 1/""",positive
1035,b'@richard680news @CityNews Canada needs to ground these as well.  @MarcGarneau is being a tad callous by saying Let\xe2\x80\x99s wait and see.',negative
1036,b'Ontario to ban cellphones from classrooms https://t.co/wFa4h16Cin',positive
1037,"b""@dmplouffe Yeah, that might work well for Canadians, but it doesn't have anything to do with the Indigenous side of the Treaties, which is exactly what Canada is currently trying to wipe out.""",negative
1038,"b""$4.95 a month is all you need for Canada's most affordable home phone service! Learn more at https://t.co/RAvPR8YgYq OR call us Toll-Free: +1 (855) 553-6646 (Mon-Fri 9am-4pm EDT). Check us out at @Fongo_Mobile https://t.co/ay7gibg64r""",positive
1039,"b""@Transport_gc Why hasn't Canada grounded its Boeing 737 Max fleet when there is a known issue with the manoeuvring system? #cdnpoli""",positive
1040,b'Ontario to ban cellphones in classrooms next school year\nhttps://t.co/x7v5uLDd06',positive
1041,"b""It's the last day to enter this #giveaway. I'll be giving away four ARCs of The Sound of Drowning. RT for a chance to win! #amreading @PageStreetKids #yalit Open to Canada and the US:) https://t.co/FAQIQZ6GXX""",positive
1042,"b""@TangledTae7 Its true thou, I'd rather live in Canada than England. https://t.co/rmkhesCOj1""",positive
1043,"b'BOTSWANA +27639132907 APETAMIN CREAM/YODI PILLS FOR HIPS,BUMS,BREASTS ENLARGEMENT APPROVED NO SIDE EFFECTS AT ALL GET YOUR CHANGES IN 3 DAYS TIME IN MANILA,OMAN,BOTSWANA,CANADA,SPAIN,NAMIBIA,CYPRUS,GERMAN,ANGOLA,ALGERIA,SOUTH AFRICA,NORWAY,FRANCE,ITALY,AUSTRIA https://t.co/mz2vqITr3J'",negative
1044,"b""Tina Fontaine's great-aunt calls Child Advocate report 'heavy' and 'heartbreaking' https://t.co/qnS2bAXISz""",positive
1045,"b""Chris Ronald wsg Jon Brooks\nMarch 15th 7:30 pm-11:00 pm \nA rare opportunity to experience back-to-back performances from two of Canada's finest songwriters. Both artists have recently released albums on Toronto's Borealis Records and have been topping the folk/roots music charts. https://t.co/sUAYVV0zFB""",positive
1046,"b""We're supporting 12 Alzheimer's charities across the UK, Europe, Dubai and Canada! #alzheimers #charitytuesday https://t.co/IKLvF7Ij1e""",negative
1047,b'Well this is unsettling. https://t.co/1KvpXtY617',neutral
1048,"b'""#Basicincome works best when you have an infrastructure in place that supports a reasonable quality of life. We still need #healthcare, public education, public transport, we still need all the things that are necessary."" https://t.co/rQryxq3Sgh #cdnpoli'",positive
1049,"b'@jmxyg 200-500 usually, sometimes more, Canada'",neutral
1050,"b""@DalMedSchool's Dr. Amy Bombay was part of an esteemed group who received $1.7M in @CIHR_IRSC funding for early career investigators conducting high-impact research in maternal, reproductive, child &amp;  youth health https://t.co/wanXP3ZlfM""",positive
1051,"b'@realDonaldTrump @foxandfriends Also, the former Greenpeace Canada president Patrick Moore rips #Democrat Green New Deal as #SuicidePact: https://t.co/yyqgH9yiuZ -'",neutral
1052,"b'Living in Canada as I do, I really shouldn\xe2\x80\x99t be looking at #CrispWorldCup . Dying for a bag of Meanies! Get me back to Dublin quick!'",positive
1053,b'@KurtLarsonCPL I like it Canada needs an experienced RB tho.  I would like to see Piette get in the lineup but the 3 mids are pretty good.  Hard to put him in for Hutch.',positive
1054,b'#Canada: U.K. bans Boeing 787 Max 8 from airspace https://t.co/33wel16WKK',neutral
1055,"b'@bmorekind1 @SouthwestAir @calicourtney United, American, Virgin, Ait Canada and many others are operating this aircraft... why is everyone hung up on just Southwest?'",positive
1056,"b""Happy book birthday to @historyauthor   My copy of When the Irish Invaded Canada is on its way and I can't wait! https://t.co/EXLOe0eeI1""",positive
1057,b'@chinookranch Maine - 1\nCanada - Still waiting to take the ice.',negative
